1>VISA>2270346363344397>Ba8B9NwVEbkMZhXeXDE>20101118>DCBEFZdCEyKeVhC>1505.93>2010-11-18 00:29:24>89>1
2>VISA>4730167578890780>yAYQC0BjpFED6yZBHt8BM>20101023>wAAvYbISFWraYca>7840.10>2010-10-23 09:25:20>72>3
3>MASTERCARD>5160222273610072>utHY2an0FDAfUl>20110102>FEXt4DFDBDHZphX>8326.90>2011-01-02 21:13:41>51>4
4>DINERS>8519967905976681>JDTcsMBzXzkDEXWZIRhqBEXTBQ9FD>20120127>BEO0na1XxPBwQED>6269.38>2012-01-27 19:58:18>66>5
5>AMEX>6579374557491994>il5BSPbAvWUDkHETuV0zE>20110316>3GcBFMWmFDcDgse>9057.25>2011-03-16 06:16:13>8>6
6>DINERS>5873581615033219>fIXdBZwEDeq5kBDDL4wR2WFD8JFXXD>20101117>XHQNgXEkx0EX7PD>8214.15>2010-11-17 05:04:58>81>7
7>AMEX>1727960823911285>Dk5Fo7fCZhBkFXpIoDXLB4XHp0uN>20110502>Oi1EOEEEdXLW5XV>10367.60>2011-05-02 11:38:08>11>8
8>MASTERCARD>7675538642969992>oyK9MOaDEsLDiwO6BXE>20100729>hNDF4JFUWjBAE2F>3559.45>2010-07-29 11:14:41>63>9
9>DISCOVER>5393142016495087>XrvErgSEDCxELA>20110908>FGpPMYEATs4nLB2>10626.89>2011-09-08 19:38:18>69>10
10>VISA>9472806413070305>Ss5972qFDeDiFDSxP8X1rEXl>20110906>JPUif8LVgDJBXEP>5324.64>2011-09-06 12:26:23>76>11
11>VISA>3169952197725398>yAbH3s9lmXp4YNEd6yFcc>20110811>egEiEoa3YoPfGBZ>1878.44>2011-08-11 10:20:46>54>12
12>DISCOVER>2715401001103598>ENyBU9b2EhEVHZ>20110926>R699XgXFaCBoP6R>4187.22>2011-09-26 10:16:53>36>13
13>DINERS>7138014274591281>AKmfcYf1oexDoJ>20111117>Eq0XD1DMBDAxfSl>6303.73>2011-11-17 23:03:27>43>14
14>MASTERCARD>9558805364483507>CylDsAESIEWXIBF>20101217>7Er1HSNZFRJK2aM>10230.25>2010-12-17 05:30:50>3>15
15>DISCOVER>2302753397555206>EalmJEDpArJ7EtfTEyurjGaEP6>20101018>SjMNDyzE22uleFe>10558.67>2010-10-18 09:38:47>87>16
16>DISCOVER>0715239851400758>WYRgGDDoFho8uEEy>20120419>FFlSQHEACXLdV4E>364.53>2012-04-19 11:28:05>91>17
17>MASTERCARD>1171891110761564>DAXAfUqeHj5eWBBAgqXGE3DMDDh>20110123>TJDLg4A0gG7EEXW>9422.38>2011-01-23 11:10:07>25>18
18>MASTERCARD>5655586193940328>6jLV4GAtPXBCLFdErFD3i>20110425>iCojfO0iFUEwEBo>7341.90>2011-04-25 15:20:36>82>19
19>DINERS>2799382241600876>FsEDkXDJFBEBDXJED7EfMA7MEmdwW>20110802>hDBJMMUrXGXYEsh>5685.45>2011-08-02 16:34:44>44>20
20>DINERS>4802171740987182>E2E7FBAR7RFETrTpizsqDtc>20110721>io2MtFIKFAVEAmp>4613.51>2011-07-21 00:36:23>33>21
21>VISA>3083338036777740>s52DBLQwJEr8ElwIfBVX11WMkE>20110405>FD0upnxwzBHBoDE>5083.02>2011-04-05 01:11:35>16>22
22>VISA>8694564778375629>8TEFMd3KR09EFlE3nFXATXtUSo>20120603>5XAzREv0INDaX4W>3605.68>2012-06-03 21:45:15>70>23
23>VISA>7392848569697675>F3u2VCXBe3MaSEEguXfMnPSewG>20100812>FOBHCvDXABQNwy9>7241.96>2010-08-12 04:19:30>48>24
24>DINERS>7969723273984220>svkD073FvaAxhTnobpEYDmHpbjEX>20101027>vtUEoFEHhi3uEXD>10191.85>2010-10-27 23:29:58>28>25
25>AMEX>5479830687505368>0FFERReSEAevBCV1EJgEUP>20101020>VEoEnAECBDFQBgi>5314.72>2010-10-20 11:07:29>76>26
26>AMEX>2454434804893841>I5DEDqruyOEFpqHEyzIeDWAEDDF3DS>20120120>E0FXbwBKD4XlJcQ>8120.98>2012-01-20 08:39:08>23>27
27>MASTERCARD>2783631320244311>WUWaDDDhzJR7D5F0>20111023>B84BBDNhjDpzBEE>1082.03>2011-10-23 17:25:30>10>28
28>MASTERCARD>6218715421051378>EPFlZEiFNzoDAEssD>20111128>2rZOvNWXhvABqXE>2338.86>2011-11-28 01:36:19>46>29
29>AMEX>0728939551442379>6LAEDBEBsEtDgG8HlznGVee4o>20110308>pFAXmCXRXEaESFT>7059.05>2011-03-08 00:05:31>68>30
30>VISA>0580338156913536>UevxPBDgFUFPbs6lFEk>20111207>XHK0FxBUCap2DXC>7373.65>2011-12-07 21:41:11>12>31
31>VISA>5818374804413893>VBXaxYDheEYBEDI7XXE>20110430>6VADiwC0EZB0whi>4921.01>2011-04-30 18:21:11>77>32
32>AMEX>3926791124558240>BoE5X5D1W8VYEBL>20120411>sEUCA0En1DuODOP>4091.66>2012-04-11 22:19:23>41>34
33>DINERS>5069159706350549>z7EnEDEE895YgX7>20110212>VDuPMElaEEFCrE1>10082.55>2011-02-12 20:19:44>13>35
34>DINERS>2445554524535243>xDhGz2BB8EBAnYAN>20120521>61BEBR2FIA1DOjD>3877.13>2012-05-21 19:39:05>73>36
35>VISA>1048584691988768>su98kzCEXOE9BHA7vEdRBmbCM>20110218>QZXsCBQDOEXXXML>10527.74>2011-02-18 10:36:53>89>37
36>AMEX>5515567536686767>R92TwLaEUoX5Vtrw8FCBBD4FJDDW>20110216>mEuDXFkZf5XeZqE>7272.69>2011-02-16 16:33:09>58>38
37>MASTERCARD>2601935865849327>qBFATPAEkFJESXCCM>20120227>gFex4VtvokEZD8V>4963.08>2012-02-27 07:33:45>66>39
38>VISA>0884299306592571>XISitUzFDqQKNB>20120603>Jf1oD2aEYq5EatX>2360.61>2012-06-03 21:15:57>36>40
39>DINERS>6749845792813929>D5GDsDX1cBzQh8SOZjb>20111222>pHEE9BEFVZDLfA3>5224.56>2011-12-22 09:19:32>14>41
40>DISCOVER>1466880186517852>JS1yE4C5m9EB5ZEDZXDDgviXD7>20120629>FiWUBEDLDGEPEuA>5991.21>2012-06-29 22:02:11>69>42
41>VISA>4880533678053439>XMFNDlOo5YXapvqe57pDXJDLBrm>20101128>X7nJX0XiXnDt7zX>37.63>2010-11-28 03:07:57>1>43
42>DISCOVER>2707771804707833>EX0DoXfBlwBmyEDEpEt>20120224>Fk5E0DD3E1qEmEa>7398.46>2012-02-24 23:54:22>48>44
43>MASTERCARD>7061296850334671>rxmEgDEFDEiNFSB3>20120130>DBiQBPFMEtSEDEd>10070.73>2012-01-30 11:06:20>8>45
44>MASTERCARD>1673066139689938>DJXK5hfwwAME8FE>20110724>EDqAG4DFXOEBSfF>340.98>2011-07-24 16:46:35>69>46
45>VISA>0951619752228692>AZFTAJ6RXECZED8BDJd>20100727>HQiCB9UE3dDAROE>6837.16>2010-07-27 15:15:29>65>48
46>DINERS>9458324556778086>7FmZAGiFDvgEnBXQAXy3XLhx5>20120430>1duEXDrvDEOE9ES>642.98>2012-04-30 15:03:30>20>49
47>DISCOVER>9739794082190089>VEEFRElZ27abtqhCHBchRAAcVOEUEy>20120525>eSaFMEbX31widBk>1030.80>2012-05-25 14:18:41>81>50
48>VISA>5715633251691535>jWXAMXEiXPOthFNco>20120317>EBDzFwa9DLRcvDz>213.48>2012-03-17 12:16:54>24>52
49>DISCOVER>4718114526198282>XRliEAc2XVlBsZc>20120616>BSFEaFFEi6BEDZN>4296.41>2012-06-16 02:10:58>51>53
50>VISA>8561168624076015>IzDbKE7EQ3DeNF>20100804>QrAvDLhATQEaAEJ>7079.42>2010-08-04 19:24:41>92>54
51>DISCOVER>9584270338337994>UXSAXEyDVczHAsqVa4lU5KA>20110810>FFoXZVTw9Du5EsD>939.81>2011-08-10 04:10:24>4>55
52>AMEX>6857116136894456>ynf9RD5DLXr4EIf>20120414>FFkJXvFVEvAxBDh>9715.05>2012-04-14 17:44:09>35>56
53>AMEX>2269627550163209>EAzz3rM8xFEdroh>20110104>hIK9RVUeTGBPEqg>311.42>2011-01-04 05:30:13>90>57
54>AMEX>6058718469535456>QlXc7dc8FAQE1EFXXEL>20100825>MO9LFKpOFDeqD7i>3010.06>2010-08-25 11:06:15>88>59
55>DISCOVER>0748708529689304>DbPDUtcrPFWDP3FEDrEF>20110903>wohEXSUDrTTAEnl>8948.31>2011-09-03 15:46:41>1>60
56>DINERS>0109771139946519>UIDODDc1DBEdEd3KiSaWBHX2>20110210>AHHDrxDqFEauxd9>4102.84>2011-02-10 04:07:11>81>61
57>DINERS>1891585404358000>wzmEErgXUElgRDXlIJK>20100915>ETRyEDDEEF4wa8i>5437.43>2010-09-15 09:04:37>25>62
58>DISCOVER>0432738668416052>42ERe8gmMkWEwmFA7F>20110127>NTZGkBEIDJW3ESA>7030.40>2011-01-27 05:05:50>66>63
59>AMEX>4840013718855599>WEDXb3DbxDcDGDLFEDSJq5uYIXGk7E>20110622>yUmFIel6cXniAAk>5189.60>2011-06-22 18:18:24>66>65
